〇	líng,xīng,yuán
大篆	dà,zhuàn
大子	tài,zǐ
大字	dà,zì
大宗	dà,zōng
大族	dà,zú
大足	dà,zú
呆头	dāi,tóu
大作	dà,zuò
代称	dài,chēng
歹毒	dǎi,dú
代号	dài,hào
代价	dài,jià
代数	dài,shù
代为	dài,wéi
代行	dài,xíng
带钢	dài,gāng
带劲	dài,jìn
带菌	dài,jūn
带累	dài,lèi
带脉	dài,mài
带头	dài,tóu
待办	dài,bàn
待查	dài,zhā
待承	dài,chéng
待到	dài,dào
待机	dài,jī
待考	dài,kǎo
待命	dài,mìng
待客	dài,kè
待聘	dài,pìn
待人	dài,rén
待续	dài,xù
待业	dài,yè
待用	dài,yòng
待遇	dài,yù
待制	dài,zhì
殆尽	dài,jìn
黛绿	dài,lǜ
丹参	dān,shēn
丹毒	dān,dú
单摆	dān,bǎi
单帮	dān,bāng
单兵	dān,bīng
单薄	dān,bó
单程	dān,chéng
单产	dān,chǎn
单车	dān,chē
单传	dān,chuán
单纯	dān,chún
单词	dān,cí
单打	dān,dǎ
单单	dān,dān
单刀	dān,dāo
单调	dān,diào
单独	dān,dú
单发	dān,fā
单方	dān,fāng
单幅	dān,fú
单干	dān,gàn
单杠	dān,gàng
单轨	dān,guǐ
单寒	dān,hán
单机	dān,jī
单极	dān,jí
单价	dān,jià
单间	dān,jiān
单句	dān,jù
单据	dān,jù
单口	dān,kǒu
单裤	dān,kù
单利	dān,lì
单恋	dān,liàn
单列	dān,liè
单另	dān,lìng
单门	dān,mén
单篇	dān,piān
单骑	dān,qí
单弱	dān,ruò
单身	dān,shēn
单数	dān,shù
单瘫	dān,tān
单糖	dān,táng
单位	dān,wèi
单弦	dān,xián
单线	dān,xiàn
单向	dān,xiàng
单行	dān,xíng
单姓	shàn,xìng
单衣	dān,yī
单一	dān,yī
单用	dān,yòng
单于	chán,yú
单元	dān,yuán
单子	dān,zi
单字	dān,zì
单作	dān,zuò
担保	dān,bǎo
担承	dān,chéng
担待	dān,dài
担当	dān,dāng
担负	dān,fù
担搁	dān,gē
担任	dān,rèn
担架	dān,jià
担心	dān,xīn
担忧	dān,yōu
担子	dàn,zi
耽溺	dān,nì
耽搁	dān,gē
胆量	dǎn,liàng
胆囊	dǎn,náng
胆识	dǎn,shí
旦角	dàn,jué
弹词	tán,cí
弹射	tán,shè
弹腿	dàn,tuǐ
弹丸	dàn,wán
弹性	tán,xìng
弹药	dàn,yào
弹子	dàn,zǐ
淡化	dàn,huà
澹澹	dàn,dàn
澹台	tán,tái
当兵	dāng,bīng
当班	dāng,bān
当差	dāng,chāi
当场	dāng,chǎng
当朝	dāng,cháo
当成	dàng,chéng
当初	dāng,chū
当代	dāng,dài
当当	dāng,dāng
当道	dāng,dào
当地	dāng,dì
当儿	dāng,ér
当官	dāng,guān
当归	dāng,guī
当即	dāng,jí
当家	dāng,jiā
当街	dāng,jiē
当今	dāng,jīn
当紧	dāng,jǐn
当局	dāng,jú
当空	dāng,kōng
当口	dāng,kǒu
当啷	dāng,lāng
当量	dāng,liàng
当令	dāng,lìng
当路	dāng,lù
当年	dāng,nián
当面	dāng,miàn
当票	dàng,piào
当铺	dàng,pù
当期	dāng,qī
当前	dāng,qián
当然	dāng,rán
当权	dāng,quán
当日	dāng,rì
当时	dāng,shí
当事	dāng,shì
当世	dāng,shì
当堂	dāng,táng
当天	dàng,tiān
当庭	dāng,tíng
当头	dāng,tóu
当涂	dāng,tú
当晚	dàng,wǎn
当午	dāng,wǔ
当下	dāng,xià
当先	dāng,xiān
当心	dāng,xīn
当胸	dāng,xiōng
当选	dāng,xuǎn
当阳	dāng,yáng
当腰	dāng,yāo
当夜	dàng,yè
当月	dàng,yuè
当真	dàng,zhēn
当政	dāng,zhèng
当值	dāng,zhí
当中	dāng,zhōng
当众	dāng,zhòng
当子	dāng,zǐ
当作	dàng,zuò
当做	dàng,zuò
挡板	dǎng,bǎn
挡车	dǎng,chē
挡驾	dǎng,jià
挡路	dǎng,lù
挡子	dǎng,zǐ
党风	dǎng,fēng
党参	dǎng,shēn
党棍	dǎng,gùn
党纪	dǎng,jì
党禁	dǎng,jìn
党票	dǎng,piào
党校	dǎng,xiào
党委	dǎng,wěi
党员	dǎng,yuán
刀把	dāo,bà
刀背	dāo,bèi
刀叉	dāo,chā
刀片	dāo,piàn
刀鞘	dāo,qiào
刀头	dāo,tóu
刀削	dāo,xiāo
叨叨	dāo,dao
叨咕	dáo,gu
叨唠	dāo,lao
叨光	tāo,guāng
叨念	dāo,niàn
叨扰	tāo,rǎo
导弹	dǎo,dàn
导读	dǎo,dú
导论	dǎo,lùn
导语	dǎo,yǔ
导体	dǎo,tǐ
倒把	dǎo,bǎ
倒班	dǎo,bān
倒包	dǎo,bāo
倒闭	dǎo,bì
倒毙	dǎo,bì
倒彩	dào,cǎi
倒仓	dǎo,cāng
倒插	dào,chā
倒茬	dǎo,chá
倒车	dào,chē
倒垂	dǎo,chuí
倒刺	dào,cì
倒错	dǎo,cuò
倒地	dǎo,dì
倒反	dǎo,fǎn
倒伏	dǎo,fú
倒放	dào,fàng
倒戈	dǎo,gē
倒阁	dǎo,gé
倒挂	dào,guà
倒灌	dào,guàn
倒换	dǎo,huàn
倒嚼	dǎo,jiào
倒睫	dào,jié
倒空	dào,kōng
倒立	dào,lì
倒流	dào,liú
倒卖	dǎo,mài
倒霉	dǎo,méi
倒弄	dǎo,nòng
倒赔	dào,péi
倒嗓	dǎo,sǎng
倒是	dǎo,shì
倒手	dǎo,shǒu
倒数	dào,shǔ
倒算	dǎo,suàn
倒塌	dǎo,tā
倒锁	dào,suǒ
倒台	dǎo,tái
倒坍	dǎo,tān
倒腾	dǎo,téng
倒替	dǎo,tì
倒贴	dào,tiē
倒头	dǎo,tóu
倒退	dào,tuì
倒下	dǎo,xià
倒休	dǎo,xiū
倒序	dǎo,xù
倒叙	dào,xù
倒悬	dào,xuán
倒牙	dǎo,yá
倒影	dào,yǐng
倒爷	dǎo,yé
倒映	dào,yìng
倒运	dǎo,yùn
倒灶	dǎo,zào
倒账	dǎo,zhàng
倒找	dǎo,zhǎo
倒置	dào,zhì
倒转	dào,zhuǎn
倒装	dào,zhuāng
倒座	dǎo,zuò
到场	dào,chǎng
到处	dào,chù
到底	dào,dǐ
到家	dào,jiā
到了	dào,le
到期	dào,qī
到任	dào,rèn
到头	dào,tóu
悼亡	dào,wáng
道藏	dào,zàng
道别	dào,bié
道长	dào,cháng
道场	dào,chǎng
道地	dào,dì
道钉	dào,dīng
道观	dào,guàn
道号	dào,hào
道家	dào,jiā
道术	dào,shù
道教	dào,jiào
道行	dào,héng
得逞	dé,chěng
得当	dé,dàng
得道	dé,dào
得法	dé,fǎ
得劲	dé,jìn
得力	dé,lì
得胜	dé,shèng
得手	dé,shǒu
得体	dé,tǐ
得意	dé,yì
得益	dé,yì
得知	dé,zhī
得志	dé,zhì
得罪	dé,zuì
德化	dé,huà
德行	dé,xíng
德语	dé,yǔ
的当	dí,dàng
的确	dí,què
的士	dí,shì
灯会	dēng,huì
灯节	dēng,jié
灯笼	dēng,lóng
灯捻	dēng,niǎn
灯泡	dēng,pào
灯台	dēng,tái
灯芯	dēng,xīn
灯头	dēng,tóu
灯语	dēng,yǔ
登场	dēng,chǎng
登台	dēng,tái
登载	dēng,zǎi
等差	děng,chà
等待	děng,dài
等份	děng,fèn
等号	děng,hào
等分	děng,fēn
等价	děng,jià
等量	děng,liàng
等同	děng,tóng
低凹	dī,āo
低地	dī,dì
低调	dī,diào
低估	dī,gū
低空	dī,kōng
低落	dī,luò
低能	dī,néng
低频	dī,pín
低头	dī,tóu
低压	dī,yā
低哑	dī,yǎ
低语	dī,yǔ
嘀嗒	dī,dā
滴答	dī,dá
敌忾	dí,kài
敌台	dí,tái
敌区	dí,qū
涤卡	dí,kǎ
涤纶	dí,lún
嫡传	dí,chuán
嫡亲	dí,qīn
嫡孙	dí,sūn
嫡系	dí,xì
底版	dǐ,bǎn
底本	dǐ,běn
底边	dǐ,biān
底册	dǐ,cè
底层	dǐ,céng
底定	dǐ,dìng
底肥	dǐ,féi
底工	dǐ,gōng
底稿	dǐ,gǎo
底火	dǐ,huǒ
底襟	dǐ,jīn
底角	dǐ,jiǎo
底孔	dǐ,kǒng
底里	dǐ,lǐ
底牌	dǐ,pái
底盘	dǐ,pán
底片	dǐ,piàn
底漆	dǐ,qī
底气	dǐ,qì
底色	dǐ,sè
底墒	dǐ,shāng
底数	dǐ,shù
底土	dǐ,tǔ
底细	dǐ,xì
底下	dǐ,xià
底线	dǐ,xiàn
底薪	dǐ,xīn
底样	dǐ,yàng
底账	dǐ,zhàng
底蕴	dǐ,yùn
底止	dǐ,zhǐ
底子	dǐ,zi
抵挡	dǐ,dǎng
底座	dǐ,zuò
抵还	dǐ,hái
砥石	dǐ,shí
骶骨	dǐ,gǔ
骶椎	dǐ,zhuī
地板	dì,bǎn
地磅	dì,bàng
地保	dì,bǎo
地堡	dì,pù
地边	dì,biān
地表	dì,biǎo
地波	dì,bō
地步	dì,bù
地产	dì,chǎn
地秤	dì,chèng
地层	dì,céng
地处	dì,chǔ
地磁	dì,cí
地点	dì,diǎn
地带	dì,dài
地道	dì,dào
地电	dì,diàn
地丁	dì,dīng
地动	dì,dòng
地洞	dì,dòng
地段	dì,duàn
地方	dì,fāng
地府	dì,fǔ
地宫	dì,gōng
地沟	dì,gōu
地核	dì,hé
地黄	dì,huáng
地瓜	dì,guā
地机	dì,jī
地积	dì,jī
地极	dì,jí
地基	dì,jī
地价	dì,jià
地角	dì,jiǎo
地脚	dì,jiǎo
地窖	dì,jiào
地精	dì,jīng
地界	dì,jiè
地炕	dì,kàng
地壳	dì,qiào
地窟	dì,kū
地块	dì,kuài
地牢	dì,láo
地雷	dì,léi
地垒	dì,lěi
地梨	dì,lí
地理	dì,lǐ
地力	dì,lì
地利	dì,lì
地栗	dì,lì
地邻	dì,lín
地龙	dì,lóng
地垄	dì,lǒng
地漏	dì,lòu
地貌	dì,mào
地幔	dì,màn
地脉	dì,mài
地面	dì,miàn
地名	dì,míng
地盘	dì,pán
地皮	dì,pí
地亩	dì,mǔ
地痞	dì,pǐ
地平	dì,píng
地坪	dì,píng
地气	dì,qì
地铺	dì,pù
地契	dì,qì
地勤	dì,qín
地球	dì,qiú
地区	dì,qū
地权	dì,quán
地热	dì,rè
地上	dì,shàng
地势	dì,shì
地市	dì,shì
地税	dì,shuì
地摊	dì,tān
地毯	dì,tǎn
地铁	dì,tiě
地头	dì,tóu
地图	dì,tú
地委	dì,wěi
地温	dì,wēn
地位	dì,wèi
地物	dì,wù
地峡	dì,xiá
地下	dì,xià
地线	dì,xiàn
地心	dì,xīn
地形	dì,xíng
地穴	dì,xué
地学	dì,xué
地衣	dì,yī
地榆	dì,yú
地狱	dì,yù
地域	dì,yù
地毡	dì,zhān
地政	dì,zhèng
地震	dì,zhèn
地支	dì,zhī
地志	dì,zhì
地址	dì,zhǐ
地质	dì,zhì
地轴	dì,zhóu
地租	dì,zū
地主	dì,zhǔ
地砖	dì,zhuān
弟弟	dì,di
弟妇	dì,fù
弟妹	dì,mèi
弟媳	dì,xí
弟兄	dì,xiōng
弟子	dì,zǐ
帝号	dì,hào
帝都	dì,dū
帝王	dì,wáng
递降	dì,jiàng
递解	dì,jiè
棣棠	dì,táng
缔合	dì,hé
缔结	dì,jié
缔约	dì,yuē
颠簸	diān,bǒ
颠倒	diān,dǎo
典当	diǎn,dàng
点发	diǎn,fā
点化	diǎn,huà
点号	diǎn,hào
点将	diǎn,jiàng
点数	diǎn,shù
点射	diǎn,shè
点头	diǎn,tóu
点种	diǎn,zhòng
点着	diǎn,zháo
碘酊	diǎn,dǐng
电厂	diàn,chǎng
电场	diàn,chǎng
电车	diàn,chē
电大	diàn,dà
电传	diàn,chuán
电杆	diàn,gān
电价	diàn,jià
电教	diàn,jiào
电解	diàn,jiě
电量	diàn,liàng
电能	diàn,néng
电扇	diàn,shàn
电石	diàn,shí
电台	diàn,tái
电信	diàn,xìn
电压	diàn,yā
电椅	diàn,yǐ
电晕	diàn,yūn
佃户	diàn,hù
电钻	diàn,zuàn
佃客	diàn,kè
佃农	diàn,nóng
佃租	diàn,zū
甸子	diàn,zǐ
店家	diàn,jiā
店铺	diàn,pù
店员	diàn,yuán
垫背	diàn,bèi
垫被	diàn,bèi
垫片	diàn,piàn
奠都	diàn,dū
垫圈	diàn,juàn
刁横	diāo,hèng
刁难	diāo,nàn
刁钻	diāo,zuān
凋落	diāo,luò
碉堡	diāo,bǎo
雕砌	diāo,qì
雕琢	diāo,zhuó
吊车	diào,chē
吊打	diào,dǎ
吊杆	diào,gān
吊祭	diào,jì
吊卷	diào,juàn
吊铺	diào,pù
吊丧	diào,sāng
吊扇	diào,shàn
调包	diào,bāo
调拨	tiáo,bō
调查	diào,chá
调处	tiáo,chǔ
调档	tiáo,dàng
调调	tiáo,diào
调动	diào,dòng
调度	diào,dù
调防	diào,fáng
调幅	tiáo,fú
调干	diào,gàn
调羹	tiáo,gēng
调光	tiáo,guāng
调函	diào,hán
调号	diào,hào
调合	tiáo,hé
调和	tiáo,hé
调护	tiáo,hù
调回	diào,huí
调换	diào,huàn
调级	tiáo,jí
调集	diào,jí
调剂	tiáo,jì
调焦	tiáo,jiāo
调价	tiáo,jià
调教	tiáo,jiào
调节	tiáo,jié
调解	tiáo,jiě
调经	diào,jīng
调卷	diào,juàn
调控	tiáo,kòng
调侃	tiáo,kǎn
调离	diào,lí
调理	tiáo,lǐ
调料	tiáo,liào
调令	diào,lìng
调弄	tiáo,nòng
调门	diào,mén
调派	diào,pài
调配	diào,pèi
调皮	tiáo,pí
调频	tiáo,pín
调遣	diào,qiǎn
调情	tiáo,qíng
调取	diào,qǔ
调人	diào,rén
调任	diào,rèn
调色	tiáo,sè
调摄	tiáo,shè
调式	diào,shì
调试	tiáo,shì
调适	tiáo,shì
调唆	tiáo,suō
调停	tiáo,tíng
调头	diào,tóu
调味	tiáo,wèi
调温	diào,wēn
调息	tiáo,xī
调戏	tiáo,xì
调笑	tiáo,xiào
调协	tiáo,xié
调谐	tiáo,xié
调谑	tiáo,xuè
调研	diào,yán
调演	diào,yǎn
调音	tiáo,yīn
调养	tiáo,yǎng
调用	diào,yòng
调阅	diào,yuè
调匀	tiáo,yún
调整	tiáo,zhěng
调运	diào,yùn
调正	diào,zhèng
调值	diào,zhí
调职	diào,zhí
调制	tiáo,zhì
调治	tiáo,zhì
调转	diào,zhuǎn
调准	tiáo,zhǔn
调资	tiáo,zī
调子	diào,zi
掉价	diào,jià
掉头	diào,tóu
掉转	diào,zhuǎn
跌倒	diē,dǎo
跌价	diē,jià
喋喋	dié,dié
跌落	diē,luò
喋血	dié,xuè
蝶骨	dié,gǔ
丁坝	dīng,bà
丁丑	dīng,chǒu
丁当	dīng,dāng
丁丁	dīng,dīng
丁东	dīng,dōng
丁亥	dīng,hài
丁冬	dīng,dōng
丁艰	dīng,jiān
丁零	dīng,líng
丁卯	dīng,mǎo
丁宁	dīng,níng
丁未	dīng,wèi
丁香	dīng,xiāng
丁忧	dīng,yōu
丁字	dīng,zì
叮当	dīng,dāng
疔毒	dīng,dú
盯梢	dīng,shāo
钉锤	dīng,chuí
钉牢	dīng,láo
钉螺	dīng,luó
钉耙	dīng,pá
钉帽	dīng,mào
钉头	dīng,tóu
钉鞋	dīng,xié
钉子	dīng,zi
酊剂	dīng,jì
顶风	dǐng,fēng
顶盖	dǐng,gài
顶骨	dǐng,gǔ
顶角	dǐng,jiǎo
顶上	dǐng,shàng
顶数	dǐng,shù
顶头	dǐng,tóu
鼎盛	dǐng,shèng
鼎峙	dǐng,zhì
订单	dìng,dān
订约	dìng,yuē
订正	dìng,zhèng
定单	dìng,dān
定当	dìng,dàng
定调	dìng,diào
定价	dìng,jià
定都	dìng,dū
定见	dìng,jiàn
定量	dìng,liàng
定论	dìng,lùn
定期	dìng,qī
定亲	dìng,qīn
定数	dìng,shù
定说	dìng,shuō
定语	dìng,yǔ
定员	dìng,yuán
碇泊	dìng,bó
定远	dìng,yuǎn
东阿	dōng,ē
东北	dōng,běi
东风	dōng,fēng
东华	dōng,huá
东家	dōng,jiā
东南	dōng,nán
东台	dōng,tái
东区	dōng,qū
东头	dōng,tóu
冬藏	dōng,cáng
冬节	dōng,jié
冬令	dōng,lìng
懂得	dǒng,de
懂行	dǒng,háng
动弹	dòng,dàn
动觉	dòng,jué
动量	dòng,liàng
动能	dòng,néng
动脉	dòng,mài
动员	dòng,yuán
冻裂	dòng,liè
冻结	dòng,jié
冻雨	dòng,yǔ
侗族	dòng,zú
恫吓	dòng,hè
洞见	dòng,jiàn
胴体	dòng,tǐ
都督	dū,du
都城	dū,chéng
都会	dōu,huì
都市	dū,shì
都统	dū,tǒng
都尉	dū,wèi
兜肚	dōu,dù
兜风	dōu,fēng
斗车	dǒu,chē
斗法	dòu,fǎ
斗胆	dǒu,dǎn
斗方	dǒu,fāng
斗富	dòu,fù
斗拱	dǒu,gǒng
斗鸡	dòu,jī
斗箕	dòu,ji
斗笠	dǒu,lì
斗门	dǒu,mén
斗牛	dòu,niú
斗殴	dòu,ōu
斗牌	dòu,pái
斗篷	dǒu,péng
斗气	dòu,qì
斗渠	dǒu,qú
斗士	dòu,shì
斗室	dǒu,shì
斗眼	dòu,yǎn
斗勇	dòu,yǒng
斗艳	dòu,yàn
斗争	dòu,zhēng
斗志	dòu,zhì
斗智	dòu,zhì
斗子	dǒu,zi
斗嘴	dòu,zuǐ
抖颤	dǒu,chàn
抖搂	dǒu,lōu
抖落	dǒu,luò
陡度	dǒu,dù
抖擞	dǒu,sǒu
豆浆	dòu,jiāng
豆角	dòu,jiǎo
豆绿	dòu,lǜ
逗哏	dòu,gén
豆沙	dòu,shā
逗号	dòu,hào
逗乐	dòu,lè
逗弄	dòu,nòng
逗趣	dòu,qù
督率	dū,shuài
督脉	dū,mài
毒草	dú,cǎo
毒虫	dú,chóng
毒刺	dú,cì
毒打	dú,dǎ
毒蛾	dú,é
毒饵	dú,ěr
毒害	dú,hài
毒化	dú,huà
毒计	dú,jì
毒剂	dú,jì
毒箭	dú,jiàn
毒酒	dú,jiǔ
毒菌	dú,jūn
毒辣	dú,là
毒龙	dú,lóng
毒瘤	dú,liú
毒谋	dú,móu
毒品	dú,pǐn
毒气	dú,qì
毒杀	dú,shā
毒手	dú,shǒu
毒蛇	dú,shé
毒死	dú,sǐ
毒素	dú,sù
毒物	dú,wù
毒雾	dú,wù
毒腺	dú,xiàn
毒刑	dú,xíng
毒性	dú,xìng
毒蕈	dú,xùn
毒焰	dú,yàn
毒牙	dú,yá
毒药	dú,yào
毒液	dú,yè
毒瘾	dú,yǐn
毒汁	dú,zhī
读本	dú,běn
读经	dú,jīng
读法	dú,fǎ
读秒	dú,miǎo
读破	dú,pò
读若	dú,ruò
读书	dú,shū
读数	dú,shù
读物	dú,wù
读音	dú,yīn
读者	dú,zhě
渎职	dú,zhí
独处	dú,chǔ
独夫	dú,fū
独个	dú,gè
独创	dú,chuàng
独角	dú,jiǎo
独家	dú,jiā
独女	dú,nǚ
独体	dú,tǐ
独行	dú,xíng
独有	dú,yǒu
独占	dú,zhàn
笃行	dǔ,xíng
笃信	dǔ,xìn
堵车	dǔ,chē
赌场	dǔ,chǎng
堵塞	dǔ,sè
赌风	dǔ,fēng
赌棍	dǔ,gùn
肚带	dù,dài
肚肠	dù,cháng
肚量	dù,liàng
肚兜	dù,dōu
肚皮	dù,pí
肚脐	dù,qí
肚子	dǔ,zi
度牒	dù,dié
度过	dù,guò
度荒	dù,huāng
度量	dù,liàng
度假	dù,jià
度命	dù,mìng
度曲	dù,qǔ
度日	dù,rì
度数	dù,shù
度外	dù,wài
渡头	dù,tóu
端节	duān,jié
端丽	duān,lì
端量	duān,liáng
端相	duān,xiāng
端正	duān,zhèng
端详	duān,xiáng
端重	duān,zhòng
短长	duǎn,cháng
短处	duǎn,chù
短传	duǎn,chuán
短发	duǎn,fā
短打	duǎn,dǎ
短骨	duǎn,gǔ
短号	duǎn,hào
短见	duǎn,jiàn
短句	duǎn,jù
短跑	duǎn,pǎo
短片	duǎn,piàn
短期	duǎn,qī
短浅	duǎn,qiǎn
短少	duǎn,shǎo
短语	duǎn,yǔ
段落	duàn,luò
断臂	duàn,bì
断句	duàn,jù
断片	duàn,piàn
断语	duàn,yǔ
断种	duàn,zhǒng
锻打	duàn,dǎ
锻模	duàn,mú
锻压	duàn,yā
队长	duì,zhǎng
队副	duì,fù
队员	duì,yuán
对簿	duì,bù
对称	duì,chèn
对答	duì,dá
对打	duì,dǎ
对待	duì,dài
对调	duì,diào
对号	duì,hào
对过	duì,guò
对家	duì,jiā
对角	duì,jiǎo
对劲	duì,jìn
对内	duì,nèi
对齐	duì,qí
对头	duì,tóu
对数	duì,shù
对应	duì,yìng
对折	duì,zhé
对症	duì,zhèng
对峙	duì,zhì
兑付	duì,fù
兑换	duì,huàn
兑奖	duì,jiǎng
兑款	duì,kuǎn
兑现	duì,xiàn
敦促	dūn,cù
敦厚	dūn,hòu
敦化	dūn,huà
敦煌	dūn,huáng
敦聘	dūn,pìn
敦睦	dūn,mù
敦朴	dūn,piáo
敦请	dūn,qǐng
敦劝	dūn,quàn
敦实	dūn,shí
囤积	tún,jī
囤聚	tún,jù
钝化	dùn,huà
顿号	dùn,hào
钝角	dùn,jiǎo
顿觉	dùn,jué
多大	duō,dà
多发	duō,fā
多么	duō,me
多少	duō,shǎo
多能	duō,néng
多数	duō,shù
多头	duō,tóu
多疑	duō,yí
多咱	duō,zá
夺得	duó,de
夺冠	duó,guàn
掇拾	duō,shí
垛口	duǒ,kǒu
垛子	duǒ,zi
躲藏	duǒ,cáng
躲风	duǒ,fēng
堕地	duò,dì
堕马	duò,mǎ
堕胎	duò,tāi
屙尿	ē,niào
讹传	é,chuán
俄语	é,yǔ
蛾眉	é,méi
蛾子	é,zi
额度	é,dù
额枋	é,fāng
额骨	é,gǔ
额数	é,shù
额角	é,jiǎo
额头	é,tóu
婀娜	ē,nuó
厄难	è,nàn
扼要	è,yào
恶霸	è,bà
恶报	è,bào
恶变	è,biàn
恶补	è,bǔ
恶臭	è,chòu
恶斗	è,dòu
恶妇	è,fù
恶毒	è,dú
恶感	è,gǎn
恶狗	è,gǒu
恶鬼	è,guǐ
恶棍	è,gùn
恶果	è,guǒ
恶狠	è,hěn
恶迹	è,jì
恶化	è,huà
恶疾	è,jí
恶浪	è,làng
恶劣	è,liè
恶露	è,lù
恶骂	è,mà
恶梦	è,mèng
恶名	è,míng
恶魔	è,mó
恶念	è,niàn
恶癖	è,pǐ
恶煞	è,shà
恶气	è,qì
恶人	è,rén
恶少	è,shào
恶声	è,shēng
恶事	è,shì
恶俗	è,sú
恶徒	è,tú
恶习	è,xí
恶相	è,xiàng
恶心	ě,xīn
恶行	è,xíng
恶性	è,xìng
恶意	è,yì
恶语	è,yǔ
恶言	è,yán
恶运	è,yùn
恶战	è,zhàn
恶仗	è,zhàng
恶兆	è,zhào
恶浊	è,zhuó
萼片	è,piàn
腭裂	è,liè
颚骨	è,gǔ
恩仇	ēn,chóu
恩泽	ēn,zé
儿化	ér,huà
儿郎	ér,láng
儿女	ér,nǚ
儿孙	ér,sūn
儿戏	ér,xì
耳背	ěr,bèi
而且	ér,qiě
耳塞	ěr,sāi
耳石	ěr,shí
耳语	ěr,yǔ
耳食	ěr,shí
二分	èr,fēn
二副	èr,fù
二价	èr,jià
发案	fā,àn
二重	èr,chóng
发白	fā,bái
发榜	fā,bǎng
发包	fā,bāo
发报	fā,bào
发辫	fà,biàn
发标	fā,biāo
发表	fā,biǎo
发鬓	fà,bìn
发兵	fā,bīng
发布	fā,bù
发病	fā,bìng
发财	fā,cái
发菜	fà,cài
发颤	fā,chàn
发车	fā,chē
发痴	fā,chī
发愁	fā,chóu
发出	fā,chū
发怵	fā,chù
发憷	fā,chù
发喘	fā,chuǎn
发达	fā,dá
发呆	fā,dāi
发单	fā,dān
发嗲	fā,diǎ
发点	fā,diǎn
发电	fā,diàn
发动	fā,dòng
发端	fā,duān
发抖	fā,dǒu
发发	fā,fā
发凡	fā,fán
发放	fā,fàng
发粉	fā,fěn
发愤	fā,fèn
发奋	fā,fèn
发疯	fā,fēng
发付	fā,fù
发福	fā,fú
发糕	fā,gāo
发稿	fā,gǎo
发给	fā,gěi
发根	fā,gēn
发光	fā,guāng
发函	fā,hán
发汗	fā,hàn
发狠	fā,hěn
发横	fā,héng
发红	fā,hóng
发话	fā,huà
发花	fā,huā
发坏	fā,huài
发还	fā,huán
发慌	fā,huāng
发挥	fā,huī
发昏	fā,hūn
发火	fā,huǒ
发货	fā,huò
发迹	fā,jì
发急	fā,jí
发髻	fà,jì
发际	fà,jì
发夹	fā,jiā
发家	fā,jiā
发胶	fā,jiāo
发奖	fā,jiǎng
发酵	fā,jiào
发窘	fā,jiǒng
发觉	fā,jué
发掘	fā,jué
发卡	fà,qiǎ
发刊	fā,kān
发狂	fā,kuáng
发困	fā,kùn
发蜡	fā,là
发懒	fā,lǎn
发廊	fà,láng
发楞	fā,léng
发愣	fā,lèng
发冷	fā,lěng
发亮	fā,liàng
发令	fā,lìng
发露	fā,lù
发落	fā,luò
发麻	fā,má
发毛	fā,máo
发霉	fā,méi
发闷	fā,mèn
发蒙	fā,mēng
发懵	fā,měng
发面	fā,miàn
发明	fā,míng
发木	fā,mù
发难	fā,nàn
发怒	fā,nù
发牌	fā,pái
发排	fā,pái
发胖	fā,pàng
发配	fā,pèi
发飘	fā,piāo
发票	fā,piào
发妻	fà,qī
发起	fā,qǐ
发青	fā,qīng
发情	fā,qíng
发气	fā,qì
发球	fā,qiú
发热	fā,rè
发软	fā,ruǎn
发乳	fà,rǔ
发轫	fā,rèn
发散	fā,sàn
发丧	fā,sāng
发涩	fā,sè
发傻	fā,shǎ
发痧	fā,shā
发烧	fā,shāo
发射	fā,shè
发生	fā,shēng
发声	fā,shēng
发市	fā,shì
发誓	fā,shì
发式	fà,shì
发售	fā,shòu
发水	fā,shuǐ
发送	fā,sòng
发酸	fā,suān
发烫	fā,tàng
发网	fā,wǎng
发条	fā,tiáo
发威	fā,wēi
发文	fā,wén
发屋	fà,wū
发问	fā,wèn
发物	fā,wù
发现	fā,xiàn
发祥	fā,xiáng
发饷	fā,xiǎng
发笑	fā,xiào
发泄	fā,xiè
发行	fā,xíng
发薪	fā,xīn
发信	fā,xìn
发型	fà,xíng
发虚	fā,xū
发蔫	fā,niān
发芽	fā,yá
发言	fā,yán
发炎	fā,yán
发痒	fā,yǎng
发扬	fā,yáng
发音	fā,yīn
发引	fā,yǐn
发育	fā,yù
发源	fā,yuán
发愿	fā,yuàn
发运	fā,yùn
发晕	fā,yūn
发躁	fā,zào
发展	fā,zhǎn
发胀	fā,zhàng
发怔	fā,zhèng
发指	fà,zhǐ
发作	fā,zuò
法场	fǎ,chǎng
法度	fǎ,dù
法号	fǎ,hào
法纪	fǎ,jì
法会	fǎ,huì
法家	fǎ,jiā
法拉	fǎ,lā
法郎	fǎ,láng
法令	fǎ,lìng
法术	fǎ,shù
法帖	fǎ,tiè
法王	fǎ,wáng
法相	fǎ,xiāng
法语	fǎ,yǔ
番瓜	fān,guā
番邦	fān,bāng
番菜	fān,cài
番号	fān,hào
番椒	fān,jiāo
番茄	fān,qié
番薯	fān,shǔ
番禺	pān,yú
翻查	fān,zhā
翻车	fān,chē
翻倒	fān,dǎo
翻地	fān,dì
翻斗	fān,dǒu
翻番	fān,fān
翻盖	fān,gài
翻供	fān,gòng
翻浆	fān,jiāng
翻卷	fān,juǎn
翻弄	fān,nòng
翻涌	fān,yǒng
翻转	fān,zhuǎn
藩属	fān,shǔ
凡夫	fán,fū
凡间	fán,jiān
